comment_id,username,comment_date,time_delta_since_upload,comment_text
ct_84,@businessgourmet9441,2021-05-12T13:17:07+00:00,"1 day, 17:42:07",00:00 Reunited03:06 From out of nowhere06:30 Be aggressive10:20 Caffeine14:59 Evidence19:45 Surprise! You’re dead!22:19 Last cup of sorrow25:45 Digging the grave28:47 Easy31:50 Midlife crisis38:50 Epic43:56 I started a joke46:49 The gentle art of making enemies50:22 King for a day57:27 Ashes to ashes1:01:33 Just a man1:09:48 Chariots of fire1:11:02 Stripsearch1:15:40 We care a lot
ct_85,@Stafra00,2021-05-12T08:13:42+00:00,"1 day, 12:38:42",Surprice! FNM is not dead!  Filming could be better but still enjoying this band everytime in all aspects!
ct_86,@darekon7083,2021-05-12T07:13:37+00:00,"1 day, 11:38:37",My big love Faith no more!!! come to BARCELONA! <3
ct_87,@koopsjunta,2021-05-12T04:59:16+00:00,"1 day, 9:24:16",Even FNMs mistakes are awesome. Love it. Love them. FNM forever!
ct_88,@rickymena00,2021-05-12T02:15:34+00:00,"1 day, 6:40:34",isto é rock n´roll
ct_89,@aleckermit,2021-05-12T01:28:28+00:00,"1 day, 5:53:28",I had no idea Roddy could sing :o
ct_90,@mercster,2021-05-12T00:18:34+00:00,"1 day, 4:43:34","Haha I like one of the lines from the live chat ""Patton vs. The Germans""  Quite apropos!"
ct_91,@mercster,2021-05-12T00:07:02+00:00,"1 day, 4:32:02",Thank you.
ct_92,@rosaliacavalcante5667,2021-05-11T23:38:44+00:00,"1 day, 4:03:44",Amooo
ct_93,@TheEireplane,2021-05-11T23:22:20+00:00,"1 day, 3:47:20",This is class
ct_94,@davep666,2021-05-11T23:08:02+00:00,"1 day, 3:33:02",can we just take a moment to appreciate the blonde with the red flower in the crowd
ct_95,@robertogallingani2000,2021-05-11T22:16:10+00:00,"1 day, 2:41:10",Simply the greatest crossover band....ever!
ct_96,@meineomakenntdieroten,2021-05-11T21:23:31+00:00,"1 day, 1:48:31","Geil! Danke, WDR!"
ct_97,@scottadams8561,2021-05-11T20:36:55+00:00,"1 day, 1:01:55",Fuckin great performance by Patton.
ct_98,@joshuafult84,2021-05-11T03:13:21+00:00,7:38:21,what's the point of restreaming this if it isn't in better quality?
ct_99,@svensvenson8798,2021-05-10T23:40:58+00:00,4:05:58,"Before digging my grave, I care a lot!!!"
ct_100,@edmarmohr3611,2021-05-10T22:01:58+00:00,2:26:58,👏👏👏👍👍👍🎼🎼🎼🎼😁😁😁
ct_101,@thor-un8hb,2021-05-10T21:14:42+00:00,1:39:42,Geil🤟🥳🤩🤟
ct_102,@mikime879,2021-05-10T20:35:48+00:00,1:00:48,"Oh wow. Area4. The show that ruined Faith No More fore me. Was looking very much forward to this show, they closed the three day festival. However, they were extremely arrogant, and the mood was more than a bit spoiled. Check 36:50. I think they cut out the most embarassing part, where the frontman walks off stage, threatening to abort the show. That's what you get when continuously calling the audience Fuckers. I mean, insulting not like Slipknot who lovingly ""insult"" their fans. I mean in a contemptous, sneering way. Folks had tons of money on them, this is in 2009, before you ere forced to buy your drink with digital cash on a festival, and it was the last show. There was a moment when it was raining coins onto the stage. Folks were like ""you insult us, we keep throwing coins at you"". Very unprofessional, pathetic reaction from the band. It didn't ruin the festival of course, but instead of leaving upbeat and in a good mood everybody from our group there was kind of happy it was over after this."
ct_103,@francescodalesio5256,2021-05-10T20:19:52+00:00,0:44:52,In great shape!!!
ct_104,@powerslave0606,2021-05-10T19:53:57+00:00,0:18:57,Timestamps?
ct_105,@jenesuispasrisitas3588,2021-05-10T19:45:36+00:00,0:10:36,Very bad filming
ct_106,@SUPERTRAMP8323,2021-05-10T19:26:57+00:00,"-1 day, 23:51:57",Das war auch in Athen
