comment_id,username,comment_date,time_delta_since_upload,comment_text
ct_37,@sebastiandurando2493,2018-08-20T06:23:44+00:00,"2 days, 12:23:12","Holy shit, I haven't listened to Doro or Warlock in years, I can't believe she still has so much energy."
ct_38,@ericpina9950,2018-08-20T04:51:28+00:00,"2 days, 10:50:56",Damn she is beautiful!!!
ct_39,@tkerrig6269,2018-08-20T00:51:15+00:00,"2 days, 6:50:43",Who is playing drums here? Where is Johnny Dee?
ct_40,@babalong2168,2018-08-19T22:09:47+00:00,"2 days, 4:09:15",die alte ist so schon nicht zu ertragen aber der sound alles klar
ct_41,@bobbaumeister5243,2018-08-19T19:12:03+00:00,"2 days, 1:11:31",Technical Problems!  It pisses dogs from heaven! Shitty sound!
ct_42,@flaviaportela8142,2018-08-19T14:28:28+00:00,"1 day, 20:27:56",Raise your fist in the air!!!! Pure metal energy!!!!
ct_43,@Tom-fg3ri,2018-08-19T08:07:47+00:00,"1 day, 14:07:15",Soundpeople messed up
ct_44,@rockingchef5475,2018-08-18T22:11:58+00:00,"1 day, 4:11:26",mega Festival - super Gig der deutschen Metalqueen - vor der Bühne waren alle nass bis auf die Knochen!!! Doro is the Queen
ct_45,@zenmaster1752,2018-08-18T17:36:26+00:00,23:35:54,What happened to the sound of the right guitarist ?
ct_46,@Killerklownsfromouterspace,2018-08-18T16:47:17+00:00,22:46:45,Hello Cleveland!!!!!!
ct_47,@strikecanal6543,2018-08-18T09:40:27+00:00,15:39:55,"Technical problems in the beginning, very brazilian"
ct_48,@Thalkalloffi,2018-08-17T23:56:52+00:00,5:56:20,Doro é phodaaaaa !!!!!
ct_49,@TCorporation66,2018-08-17T19:02:35+00:00,1:02:03,https://www.facebook.com/Monsters-Of-Heavy-Metal-Magazine-292986980715949/
ct_50,@marcosbelo7989,2018-08-17T18:33:03+00:00,0:32:31,MUITO BOM SHOW .
